id;order;family;genera;species;author;tax_ver;nature_BR;nativa_AF;Cnc_classification;floweringstart_month;floweringperiod_month;plantgrowth;flower_color_1;flower_color_2;flower_shape;odour;anthesis_time;corolla_length_mm;corolla_length_mm_sd;nectar_volume;nectar_volume_uL_SD;nectar_concentration_brix%;nectar_concentration_brix%_SD;observation_time_hour;n_input;;
467;Poales;Cyperaceae;Cryptangium;sp.;Schrad. ex Ness;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;8;1;tr;r;NA;NA;NA;NA;7.38;0.71;NA;NA;NA;NA;NA;1;;
468;Rosales;Rosaceae;Eriobotrya;japonica;(Thumb.) Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;4;4;tr;y;NA;NA;NA;NA;8.84;1.29;NA;NA;NA;NA;NA;1;;
469;Rosales;Rosaceae;Rubus;rosifolius;Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;10;h;w;y;d;NA;NA;1.24;0.12;NA;NA;NA;NA;9.4;3;;
470;Santalales;Loranthaceae;Psittacanthus;brasiliensis;(Desr.) G.Don;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;4;h;r;NA;t;a;d;29.40;0.90;NA;NA;NA;NA;15.0;1;;
471;Santalales;Loranthaceae;Psittacanthus;dichroos;(Mart.) Mart.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;7;h;r;NA;t;a;d;26.05;2.13;1.75;1.41;22.78;8.13;65.0;8;;
472;Santalales;Loranthaceae;Psittacanthus;sp.;Mart.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;NA;NA;NA;NA;y;r;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
473;Sapindales;Meliaceae;Melia;azedarach;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;8;1;b;r;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
474;Sapindales;Rutaceae;Angostura;bracteata;(Nees & Mart.) Kallunki;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;tr;w;NA;t;p;b;14.50;3.00;0.03;0.02;16.89;5.13;100.0;1;;
475;Sapindales;Rutaceae;Citrus;sp.;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;NA;7;2;tr;w;NA;NA;NA;NA;17.38;23.86;NA;NA;NA;NA;NA;1;;
476;Sapindales;Rutaceae;Conchocarpus;ruber;(A. St. -Hil.) Bruniera & Groppo;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;t;r;NA;t;p;n;NA;NA;0.42;0.26;22.72;4.11;90.0;1;;
477;Sapindales;Rutaceae;Erythrochiton;brasiliensis;Nees e Mart.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;7;b;w;r;t;NA;b;41.30;2.20;16.92;0.07;24.60;1.70;13.5;1;;
478;Saxifragales;Crassulaceae;Kalanchoe;delagoensis;Eckl. & Zeyh.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;4;5;h;r;NA;NA;NA;NA;23.75;01.06;NA;NA;NA;NA;NA;1;;
479;Solanales;Convolvulaceae;Ipomoea;hederifolia;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;3;l;r;NA;t;NA;d;28.35;2.52;3.42;0.37;30.40;2.10;NA;2;;
480;Solanales;Convolvulaceae;Ipomoea;purpurea;(L.) Roth;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;5;l;b;NA;b;NA;d;NA;NA;NA;NA;NA;NA;36.0;1;;
481;Solanales;Convolvulaceae;Ipomoea;quamoclit;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;4;l;r;NA;t;NA;d;26.30;0.40;3.20;0.25;25.50;0.50;NA;2;;
482;Solanales;Convolvulaceae;Jacquemontia;sphaerostigma;(Cav.) Rusby;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;l;b;NA;t;NA;d;23.10;2.30;NA;NA;NA;NA;NA;1;;
483;Solanales;Solanaceae;Acnistus;arborescens;(L.) Schltdl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;9;b;w;NA;b;p;d;8.64;0.92;0.66;0.24;11.90;2.84;27.0;3;;
484;Solanales;Solanaceae;Cestrum;corymbosum;Schldl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;10;b;y;NA;t;NA;NA;14.80;0.60;1.37;0.28;14.00;2.10;13.0;1;;
485;Solanales;Solanaceae;Dyssochroma;viridiflorum;(Sims) Miers;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;6;10;b;b;NA;b;p;NA;43.10;5.50;65.50;0.00;21.80;0.00;NA;3;;
486;Zingiberales;Cannaceae;Canna;indica;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;h;r;NA;t;NA;d;NA;NA;NA;NA;NA;NA;NA;1;;
487;Zingiberales;Cannaceae;Canna;paniculata;Ruiz & Pav.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;11;h;r;y;t;a;d;40.09;06.04;4.51;2.91;21.13;2.71;161.0;5;;
488;Zingiberales;Costaceae;Costus;arabicus;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;7;h;w;r;t;a;d;60.40;0.23;8.93;4.50;29.80;4.80;78.0;2;;
489;Zingiberales;Costaceae;Costus;spiralis;(Jacq.) Roscoe;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;12;h;r;w;t;a;d;49.73;3.75;09.03;5.63;19.11;9.87;188.1;14;;
490;Zingiberales;Heliconiaceae;Heliconia;aemygdiana;Burle-Marx;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;h;y;NA;t;a;d;NA;NA;NA;NA;NA;NA;NA;1;;
491;Zingiberales;Heliconiaceae;Heliconia;angusta;Vell.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;h;w;r;t;a;d;35.96;3.16;4.37;1.26;24.30;3.95;67.3;14;;
492;Zingiberales;Heliconiaceae;Heliconia;cf. angusta;NA;Castro et al, 2007;nat;N;ne;7;4;h;w;NA;t;a;NA;NA;NA;NA;NA;NA;NA;9.2;1;;
493;Zingiberales;Heliconiaceae;Heliconia;farinosa;Raddi;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;h;y;r;t;a;d;37.35;1.28;5.92;2.11;20.92;7.34;72.8;10;;
494;Zingiberales;Heliconiaceae;Heliconia;pendula;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;5;h;w;NA;t;a;n;57.00;25.60;7.52;4.54;27.25;2.94;228.0;1;;
495;Zingiberales;Heliconiaceae;Heliconia;psittacorum;L.f.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;12;h;w;r;t;a;b;48.67;1.88;9.49;2.68;19.49;4.27;304.0;4;;
496;Zingiberales;Heliconiaceae;Heliconia;richardiana;Miq.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;8;12;h;w;NA;t;a;d;28.86;4.67;06.12;1.70;22.32;3.62;60.0;2;;
497;Zingiberales;Heliconiaceae;Heliconia;rostrata;Ruiz & Pav.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;11;5;h;w;NA;t;a;NA;36.10;1.10;14.65;01.05;33.00;5.10;11.2;1;;
498;Zingiberales;Heliconiaceae;Heliconia;sp.;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;5;10;h;w;NA;t;a;NA;39.50;3.10;6.22;5.24;16.40;9.44;NA;1;;
499;Zingiberales;Heliconiaceae;Heliconia;spathocircinata;Aristeg.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;10;h;r;NA;t;a;d;40.80;2.71;4.94;0.84;24.60;3.24;682.7;13;;
500;Zingiberales;Marantaceae;Goeppertia;crocata;(E.Morren & Joriss) Borchs. & S. Suárez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;5;7;h;y;NA;t;a;d;23.79;1.22;3.54;0.75;19.73;06.05;193.0;2;;
501;Zingiberales;Marantaceae;Goeppertia;effusa;Saka & Lombardi;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;5;h;NA;NA;NA;NA;d;37.00;NA;0.55;0.58;15.65;12.44;152.0;1;;
502;Zingiberales;Marantaceae;Goeppertia;monophylla;(Vell.) Borchs. & S.Suárez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;4;h;w;r;t;NA;NA;21.70;13.50;NA;NA;NA;NA;NA;1;;
503;Zingiberales;Marantaceae;Goeppertia;villosa;(Lindl.) Borchs. & S Suárez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;4;5;h;NA;NA;NA;NA;d;31.00;NA;0.19;0.18;15.03;11.69;152.0;1;;
504;Zingiberales;Marantaceae;Hylaeanthe;hexantha;(Poepp. & Endl.) A.M.E. Jonker & Jonker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;5;h;NA;NA;t;NA;d;15.00;NA;0.36;0.25;17.34;18.80;152.0;1;;
505;Zingiberales;Marantaceae;Ischnosiphon;gracilis;(Rudge) Körn.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;l;NA;NA;f;NA;d;45.00;3.00;NA;NA;32.00;2.80;50.0;1;;
506;Zingiberales;Marantaceae;Maranta;gibba;Sm.;The Plant List;exo;N;ne;NA;NA;h;w;NA;t;NA;d;NA;NA;NA;NA;NA;NA;NA;1;;
507;Zingiberales;Marantaceae;Stromanthe;porteana;Gris;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;h;NA;NA;t;NA;d;9.00;0.50;NA;NA;20.00;0.90;50.0;1;;
508;Zingiberales;Marantaceae;Stromanthe;thalia;(Vell.) J.M.A. Braga;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;4;h;r;NA;t;a;d;9.10;1.20;NA;NA;15.00;NA;15.0;2;;
509;Zingiberales;Marantaceae;Stromanthe;tonckat;(Aubl.) Eichler;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;5;h;NA;NA;d;NA;d;8.00;0.05;0.25;0.15;16.55;16.05;152.0;1;;
510;Zingiberales;Musaceae;Musa;acuminata;Colla;The Plant List;exo;N;ne;NA;NA;h;NA;NA;t;NA;d;NA;NA;NA;NA;NA;NA;10.5;1;;
511;Zingiberales;Musaceae;Musa;balbisiana;Cola;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;9;11;h;y;NA;t;NA;NA;38.44;0.64;NA;NA;NA;NA;2.0;1;;
512;Zingiberales;Musaceae;Musa;ornata;Roxb.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;1;12;h;y;r;t;NA;d;41.09;2.81;10.43;6.19;20.37;1.92;15.0;3;;
513;Zingiberales;Musaceae;Musa;paradisiaca;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;NA;NA;h;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;;
514;Zingiberales;Musaceae;Musa;sp.;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;NA;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
515;Zingiberales;Zingiberaceae;Hedychium;coronarium;J. Koenig;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;exo;N;ne;1;9;h;w;NA;t;NA;b;66.15;06.02;2.00;0.61;17.63;2.26;20.1;3;;
516;Zingiberales;Zingiberaceae;Renealmia;sp.;L.f.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;NA;NA;NA;w;NA;t;NA;NA;50.00;NA;NA;NA;NA;NA;NA;1;;
